PlayerID,Name,Country,Position,Club,Season,Salary
5248,Ben Garcia,Germany,Centre-Back,Real Madrid,2024,48404790
5249,Hugo Williams,Portugal,Goalkeeper,RB Leipzig,2024,10140551
5250,Ben Muller,Wales,Defensive Midfield,Borussia Dortmund,2024,11851917
5251,Antonio Brown,England,Right Winger,Aston Villa,2022,10122836
5252,Diogo Santos,Brazil,Right Winger,Crystal Palace,2024,4747416
5253,Javier Silva,France,Attacking Midfield,AS Roma,2023,3235360
5254,Javier Williams,Brazil,Attacking Midfield,Atlético de Madrid,2024,32121341
5255,Florian Jones,France,Central Midfield,Inter Milan,2024,23459306
5256,Florian Schmidt,Spain,Right-Back,Aston Villa,2024,2389419
5257,Enzo Jones,Uruguay,Left Winger,SSC Napoli,2022,13900410
5258,Javier Fernandez,Argentina,Left-Back,Ajax Amsterdam,2023,12565733
5259,Javier Costa,Wales,Central Midfield,Chelsea FC,2024,13783522
5260,Enzo Bakker,Germany,Right Winger,Leicester City,2023,3659962
5261,Mateo Bakker,Portugal,Left-Back,Man City,2023,52002409
5262,Kai Williams,Spain,Attacking Midfield,Liverpool FC,2022,52416436
5263,Leo Brown,Nigeria,Central Midfield,SSC Napoli,2024,17455222
5264,Leo Garcia,Brazil,Central Midfield,Villarreal CF,2024,5855604
5265,Kai Muller,Spain,Right Winger,AS Roma,2023,5473338
5266,Mateo Fernandez,Germany,Attacking Midfield,Man City,2022,25015814
5267,Mateo Fernandez,Netherlands,Defensive Midfield,Tottenham Hotspur,2022,17950486
5268,Diogo Costa,Portugal,Centre-Forward,Real Madrid,2022,60759747
5269,Ben Fernandez,England,Central Midfield,Bayern Munich,2023,38791833
5270,Owen Muller,Belgium,Left-Back,Everton FC,2023,8092162
5271,Leo Dubois,Brazil,Left-Back,Olympique Marseille,2024,3091163
5272,Liam Garcia,Brazil,Right Winger,Paris Saint-Germain,2023,35239405
5273,Enzo Schmidt,Portugal,Centre-Forward,Villarreal CF,2023,3664921
5274,Enzo Schmidt,Netherlands,Right Winger,Atlético de Madrid,2023,32049648
5275,Antonio Schmidt,Germany,Left Winger,Borussia Dortmund,2022,12586201
5276,Sven Garcia,England,Central Midfield,Man City,2024,17188920
5277,Enzo Dubois,England,Centre-Back,Inter Milan,2022,23032165
5278,Hugo Brown,Portugal,Defensive Midfield,Bayern Munich,2022,31799444
5279,Javier Santos,Germany,Left-Back,Crystal Palace,2022,2257657
5280,Enzo Jones,Portugal,Central Midfield,Olympique Marseille,2022,2682264
5281,Sven Fernandez,Netherlands,Central Midfield,Villarreal CF,2023,1751459
5282,Diogo Silva,Belgium,Right-Back,Everton FC,2024,1883085
5283,Enzo Costa,France,Goalkeeper,RB Leipzig,2024,9272555
5284,Owen Costa,Portugal,Central Midfield,SL Benfica,2022,3452502
5285,Owen Williams,Brazil,Centre-Forward,Bayer 04 Leverkusen,2023,10895887
5286,Ben Dubois,Brazil,Defensive Midfield,FC Barcelona,2023,19924550
5287,Kai Santos,Spain,Attacking Midfield,Chelsea FC,2023,29763125
5288,Florian Fernandez,Netherlands,Right-Back,Tottenham Hotspur,2023,17899018
5289,Sven Williams,Nigeria,Defensive Midfield,Paris Saint-Germain,2023,41673283
5290,Liam Silva,Germany,Right-Back,Liverpool FC,2024,44841614
5291,Enzo Costa,Croatia,Goalkeeper,AS Roma,2024,9462047
5292,Ben Costa,Spain,Goalkeeper,Olympique Lyon,2022,7589823
5293,Hugo Rossi,Brazil,Left-Back,Real Sociedad,2024,649326
5294,Arthur Jones,Brazil,Centre-Back,Aston Villa,2022,12355634
5295,Diogo Silva,Germany,Right-Back,Sevilla FC,2022,12123746
5296,Mateo Silva,Portugal,Centre-Back,Borussia Dortmund,2022,18596795
5297,Leo Williams,Germany,Attacking Midfield,Arsenal FC,2022,22706605
5298,Leo Garcia,Argentina,Attacking Midfield,Paris Saint-Germain,2024,52550278
5299,Mateo Brown,Germany,Right-Back,Aston Villa,2024,3705382
5300,Florian Costa,England,Right Winger,Real Madrid,2022,49352903
5301,Kai Brown,Brazil,Central Midfield,Atlético de Madrid,2023,23088587
5302,Florian Fernandez,Spain,Left Winger,Arsenal FC,2023,38346893
5303,Sven Brown,France,Defensive Midfield,AS Roma,2023,4564406
5304,Hugo Fernandez,Portugal,Central Midfield,Bayern Munich,2023,17931224
5305,Liam Rossi,England,Right-Back,SL Benfica,2022,4698589
5306,Sven Muller,Portugal,Right Winger,Juventus FC,2024,32521322
5307,Hugo Dubois,Senegal,Left-Back,Man United,2024,32713818
5308,Leo Williams,France,Defensive Midfield,Man City,2024,42670916
5309,Enzo Williams,Germany,Right Winger,Bayer 04 Leverkusen,2024,7243298
5310,Diogo Rossi,Netherlands,Left Winger,Tottenham Hotspur,2023,14801027
5311,Antonio Garcia,France,Central Midfield,Liverpool FC,2024,43780166
5312,Mateo Brown,Netherlands,Left Winger,AS Roma,2023,10454368
5313,Arthur Dubois,Brazil,Centre-Back,Villarreal CF,2024,8538941
5314,Enzo Costa,Germany,Attacking Midfield,Paris Saint-Germain,2022,53193186
5315,Javier Silva,Argentina,Attacking Midfield,Crystal Palace,2023,10062750
5316,Kai Jones,Germany,Left Winger,Tottenham Hotspur,2024,16791770
5317,Diogo Costa,Brazil,Centre-Back,Arsenal FC,2023,27635156
5318,Florian Santos,Netherlands,Goalkeeper,Crystal Palace,2024,5481727
5319,Javier Williams,Italy,Centre-Back,Bayern Munich,2023,36878179
5320,Arthur Muller,Brazil,Attacking Midfield,Man United,2023,33099441
5321,Liam Dubois,Germany,Centre-Back,Crystal Palace,2022,3377791
5322,Antonio Silva,Brazil,Attacking Midfield,Man City,2023,22183873
5323,Javier Muller,France,Goalkeeper,Inter Milan,2023,29305189
5324,Leo Dubois,England,Left-Back,Bayern Munich,2024,35990353
5325,Diogo Fernandez,Germany,Right Winger,Inter Milan,2022,36456604
5326,Diogo Muller,Argentina,Right Winger,Juventus FC,2023,15895431
5327,Sven Rossi,France,Goalkeeper,Man United,2024,31146359
5328,Mateo Dubois,Portugal,Defensive Midfield,Chelsea FC,2024,27959615
5329,Sven Rossi,Netherlands,Central Midfield,Villarreal CF,2023,1082671
5330,Arthur Santos,Portugal,Central Midfield,Crystal Palace,2022,2343478
5331,Antonio Dubois,Portugal,Centre-Back,SSC Napoli,2024,10754756
5332,Mateo Rossi,France,Centre-Forward,Crystal Palace,2024,10579062
5333,Florian Silva,Germany,Left Winger,Everton FC,2022,1224478
5334,Arthur Brown,England,Left Winger,Man United,2024,21781709
5335,Florian Rossi,Spain,Left-Back,Leicester City,2024,7441500
5336,Florian Fernandez,France,Goalkeeper,Leicester City,2022,8473178
5337,Hugo Jones,Italy,Centre-Forward,Arsenal FC,2023,25957248
5338,Javier Costa,Brazil,Central Midfield,RB Leipzig,2022,12410590
5339,Diogo Brown,Portugal,Right Winger,Olympique Lyon,2024,3902338
5340,Leo Costa,France,Centre-Forward,FC Barcelona,2022,31571653
5341,Arthur Costa,Belgium,Left Winger,Man United,2022,68646539
5342,Diogo Dubois,Argentina,Right Winger,Aston Villa,2022,5336706
5343,Enzo Dubois,Brazil,Centre-Forward,Man United,2023,22551121
5344,Owen Jones,Brazil,Left Winger,Tottenham Hotspur,2023,7968842
5345,Diogo Schmidt,France,Attacking Midfield,Bayern Munich,2023,64669284
5346,Sven Rossi,Brazil,Right-Back,Chelsea FC,2024,23685660
5347,Enzo Fernandez,Portugal,Attacking Midfield,Tottenham Hotspur,2022,12254757
5348,Leo Jones,Senegal,Centre-Forward,Liverpool FC,2024,32272628
5349,Hugo Dubois,Brazil,Attacking Midfield,Aston Villa,2022,5641934
5350,Owen Bakker,France,Attacking Midfield,Aston Villa,2022,13131494
5351,Enzo Santos,Germany,Left Winger,Chelsea FC,2024,29035612
5352,Kai Dubois,France,Centre-Forward,AS Roma,2023,12388757
5353,Leo Dubois,France,Right Winger,Tottenham Hotspur,2022,9052636
5354,Enzo Schmidt,Portugal,Defensive Midfield,Atlético de Madrid,2024,18588580
5355,Javier Fernandez,Germany,Defensive Midfield,Inter Milan,2022,10810886
5356,Florian Williams,Germany,Attacking Midfield,Real Sociedad,2024,3785639
5357,Arthur Bakker,Argentina,Attacking Midfield,Crystal Palace,2024,1966342
5358,Mateo Schmidt,England,Centre-Back,Real Sociedad,2023,8154028
5359,Florian Garcia,Portugal,Left-Back,Juventus FC,2023,24156058
5360,Mateo Williams,Argentina,Centre-Forward,SSC Napoli,2024,11286858
5361,Enzo Costa,Germany,Right Winger,Crystal Palace,2024,7028450
5362,Florian Bakker,Brazil,Left Winger,Man United,2023,52278404
5363,Liam Brown,France,Defensive Midfield,RB Leipzig,2022,11416209
5364,Javier Brown,Spain,Centre-Forward,AS Roma,2024,4034083
5365,Javier Dubois,Germany,Right-Back,SL Benfica,2024,6710271
5366,Mateo Fernandez,Belgium,Attacking Midfield,West Ham United,2022,15977404
5367,Florian Jones,Spain,Left Winger,Olympique Marseille,2023,952208
5368,Ben Garcia,Argentina,Goalkeeper,Bayern Munich,2022,17709680
5369,Florian Dubois,Netherlands,Centre-Back,Inter Milan,2023,23756896
5370,Leo Santos,Brazil,Right Winger,Inter Milan,2024,16249939
5371,Kai Silva,Spain,Left-Back,Crystal Palace,2023,7124924
5372,Sven Silva,Netherlands,Right-Back,AS Roma,2022,10725155
5373,Arthur Muller,Italy,Centre-Back,Paris Saint-Germain,2023,17961071
5374,Liam Schmidt,Italy,Centre-Forward,Crystal Palace,2024,3064923
5375,Leo Jones,Brazil,Defensive Midfield,Olympique Marseille,2023,2272346
5376,Arthur Williams,Portugal,Goalkeeper,Aston Villa,2023,11440237
5377,Hugo Jones,France,Defensive Midfield,Inter Milan,2024,30020808
5378,Ben Rossi,Portugal,Central Midfield,Liverpool FC,2023,21434594
5379,Diogo Bakker,Belgium,Attacking Midfield,FC Barcelona,2022,30566541
5380,Owen Muller,Portugal,Left-Back,Man United,2022,29231353
5381,Ben Silva,Portugal,Right-Back,FC Porto,2022,4390920
5382,Leo Bakker,Spain,Right Winger,Ajax Amsterdam,2023,12869398
5383,Enzo Silva,France,Right-Back,SL Benfica,2024,6235519
5384,Florian Dubois,Brazil,Goalkeeper,AS Roma,2023,12656971
5385,Liam Muller,Argentina,Right Winger,SSC Napoli,2024,7654676
5386,Mateo Santos,France,Right Winger,FC Porto,2023,9867543
5387,Mateo Dubois,England,Central Midfield,Crystal Palace,2022,4517490
5388,Florian Williams,Brazil,Left Winger,Crystal Palace,2022,7884814
5389,Enzo Dubois,France,Central Midfield,FC Porto,2024,11014545
5390,Hugo Fernandez,France,Right Winger,Real Sociedad,2024,5071811
5391,Javier Dubois,England,Defensive Midfield,AS Roma,2023,2513406
5392,Kai Schmidt,Portugal,Defensive Midfield,RB Leipzig,2022,15231796
5393,Enzo Williams,Brazil,Attacking Midfield,Inter Milan,2023,24531701
5394,Owen Fernandez,France,Goalkeeper,SL Benfica,2024,8843258
5395,Florian Rossi,France,Attacking Midfield,SL Benfica,2023,5459492
5396,Kai Muller,Netherlands,Right Winger,Bayer 04 Leverkusen,2023,2590615
5397,Owen Santos,Spain,Right Winger,Atlético de Madrid,2023,36565071
5398,Sven Fernandez,England,Defensive Midfield,Real Madrid,2023,38610471
5399,Sven Fernandez,Spain,Left Winger,Borussia Dortmund,2022,11171303
5400,Sven Garcia,Argentina,Goalkeeper,Bayern Munich,2023,42256115
5401,Javier Jones,Brazil,Central Midfield,Everton FC,2022,629604
5402,Enzo Schmidt,Argentina,Attacking Midfield,Olympique Lyon,2023,3413584
5403,Arthur Jones,England,Centre-Forward,SL Benfica,2023,13677839
5404,Sven Silva,England,Central Midfield,Paris Saint-Germain,2023,38267122
5405,Kai Fernandez,Germany,Attacking Midfield,Olympique Lyon,2023,8225876
5406,Sven Dubois,Spain,Right-Back,Bayer 04 Leverkusen,2023,4945378
5407,Javier Garcia,Netherlands,Left Winger,Arsenal FC,2023,26876377
5408,Arthur Muller,Brazil,Right-Back,Chelsea FC,2024,17997635
5409,Leo Schmidt,England,Centre-Forward,Inter Milan,2022,19943235
5410,Ben Silva,Spain,Attacking Midfield,AS Roma,2024,2626325
5411,Arthur Santos,France,Defensive Midfield,Bayern Munich,2022,31150573
5412,Ben Costa,France,Defensive Midfield,Leicester City,2022,7909533
5413,Sven Muller,Germany,Right Winger,Juventus FC,2022,27711809
5414,Diogo Rossi,Germany,Defensive Midfield,Aston Villa,2023,3674872
5415,Mateo Fernandez,England,Attacking Midfield,Crystal Palace,2023,8525274
5416,Diogo Rossi,France,Right Winger,Tottenham Hotspur,2022,16943493
5417,Hugo Dubois,Spain,Central Midfield,Man City,2024,21207455
5418,Sven Garcia,Germany,Attacking Midfield,Chelsea FC,2022,21230902
5419,Mateo Garcia,Italy,Right-Back,Real Sociedad,2022,6180318
5420,Owen Dubois,Brazil,Left-Back,SL Benfica,2024,8460634
5421,Enzo Williams,Portugal,Centre-Back,Olympique Marseille,2022,6281335
5422,Enzo Muller,Italy,Goalkeeper,Real Sociedad,2022,1271816
5423,Sven Brown,Germany,Centre-Back,Olympique Lyon,2023,6906484
5424,Sven Costa,Spain,Centre-Forward,SSC Napoli,2022,19475496
5425,Ben Brown,England,Goalkeeper,West Ham United,2024,4644907
5426,Florian Muller,Italy,Central Midfield,RB Leipzig,2022,13103615
5427,Florian Jones,Portugal,Goalkeeper,Everton FC,2023,817793
5428,Kai Fernandez,Argentina,Centre-Forward,SSC Napoli,2024,18814793
5429,Florian Bakker,Brazil,Right Winger,Paris Saint-Germain,2022,31904026
5430,Javier Williams,Spain,Left Winger,AC Milan,2023,10108971
5431,Diogo Muller,Argentina,Centre-Forward,SSC Napoli,2023,7080861
5432,Mateo Brown,France,Defensive Midfield,RB Leipzig,2022,8280424
5433,Owen Jones,Brazil,Centre-Forward,Borussia Dortmund,2024,15459188
5434,Sven Williams,Germany,Attacking Midfield,West Ham United,2023,7938865
5435,Leo Silva,Germany,Right-Back,Olympique Lyon,2022,3323047
5436,Ben Santos,Brazil,Central Midfield,Olympique Lyon,2022,5149770
5437,Owen Schmidt,Netherlands,Right Winger,Inter Milan,2022,21631040
5438,Mateo Brown,Wales,Centre-Forward,Paris Saint-Germain,2022,32029475
5439,Ben Costa,Brazil,Goalkeeper,SL Benfica,2023,2990436
5440,Liam Santos,Portugal,Left Winger,Man City,2023,53661827
5441,Arthur Garcia,Germany,Centre-Forward,Everton FC,2022,8858501
5442,Enzo Costa,Argentina,Centre-Forward,Man City,2023,30116107
5443,Ben Jones,Spain,Goalkeeper,RB Leipzig,2022,13379359
5444,Owen Muller,Brazil,Centre-Back,Chelsea FC,2023,19559029
5445,Javier Jones,Brazil,Centre-Forward,Juventus FC,2022,36906169
5446,Owen Muller,Germany,Attacking Midfield,AC Milan,2024,17296364
5447,Arthur Fernandez,Spain,Left Winger,Inter Milan,2022,27037093
5448,Ben Brown,Spain,Centre-Forward,West Ham United,2023,7320442
5449,Leo Jones,Colombia,Right-Back,Juventus FC,2024,25236175
5450,Florian Schmidt,Argentina,Right-Back,Everton FC,2022,2450325
5451,Liam Santos,Portugal,Right Winger,Man City,2024,52984830
5452,Diogo Costa,France,Centre-Back,Sevilla FC,2022,13888021
5453,Liam Santos,Brazil,Goalkeeper,Juventus FC,2023,12501143
5454,Kai Fernandez,France,Right-Back,Atlético de Madrid,2022,26132386
5455,Liam Schmidt,Germany,Goalkeeper,Arsenal FC,2024,11257911
5456,Mateo Costa,Argentina,Right Winger,SSC Napoli,2024,9758915
5457,Ben Fernandez,England,Attacking Midfield,Tottenham Hotspur,2023,16442954
5458,Owen Jones,Uruguay,Centre-Back,AS Roma,2024,6593973
5459,Sven Costa,England,Attacking Midfield,Bayern Munich,2024,36050766
5460,Liam Brown,England,Left Winger,Man City,2022,56535513
5461,Ben Rossi,England,Central Midfield,Olympique Lyon,2023,787660
5462,Leo Fernandez,France,Defensive Midfield,Liverpool FC,2022,31962780
5463,Diogo Brown,England,Centre-Forward,West Ham United,2024,15542272
5464,Hugo Fernandez,Argentina,Right-Back,Inter Milan,2023,27417626
5465,Hugo Williams,Brazil,Defensive Midfield,FC Porto,2024,8111857
5466,Javier Williams,Spain,Attacking Midfield,Real Madrid,2024,43421421
5467,Florian Fernandez,Netherlands,Right-Back,Inter Milan,2024,25493046
5468,Hugo Garcia,Croatia,Left-Back,RB Leipzig,2023,6542185
5469,Antonio Williams,Germany,Right Winger,Bayer 04 Leverkusen,2023,13431448
5470,Sven Dubois,Germany,Right-Back,RB Leipzig,2023,18734466
5471,Liam Muller,Senegal,Defensive Midfield,SL Benfica,2023,4812677
5472,Hugo Jones,Argentina,Central Midfield,Real Madrid,2023,38668144
5473,Arthur Fernandez,England,Left-Back,Real Sociedad,2022,4343876
5474,Liam Fernandez,England,Right-Back,SSC Napoli,2022,18543962
5475,Owen Rossi,England,Right-Back,West Ham United,2022,8923552
5476,Leo Fernandez,England,Goalkeeper,AS Roma,2024,7807928
5477,Diogo Bakker,England,Attacking Midfield,Borussia Dortmund,2022,15953487
5478,Ben Muller,Spain,Centre-Forward,Ajax Amsterdam,2024,12778385
5479,Florian Muller,Spain,Right-Back,Bayer 04 Leverkusen,2023,3299186
5480,Mateo Fernandez,Netherlands,Left Winger,Paris Saint-Germain,2023,26562463
5481,Mateo Bakker,Argentina,Centre-Back,Ajax Amsterdam,2024,8408773
5482,Enzo Santos,France,Central Midfield,Man United,2023,21890612
5483,Owen Jones,Germany,Centre-Forward,Ajax Amsterdam,2023,15070076
5484,Arthur Dubois,Germany,Left Winger,FC Barcelona,2023,22607968
5485,Diogo Costa,Spain,Centre-Back,AS Roma,2023,12667422
5486,Leo Santos,Brazil,Defensive Midfield,Borussia Dortmund,2022,14060966
5487,Owen Garcia,France,Right Winger,Aston Villa,2022,2448506
5488,Liam Schmidt,France,Centre-Forward,Ajax Amsterdam,2024,5605562
5489,Ben Brown,England,Centre-Forward,Man United,2023,26027730
5490,Hugo Rossi,France,Defensive Midfield,Paris Saint-Germain,2024,21538841
5491,Ben Fernandez,Argentina,Goalkeeper,Juventus FC,2023,11519276
5492,Mateo Muller,Senegal,Goalkeeper,SL Benfica,2023,6420243
5493,Enzo Santos,Spain,Centre-Back,Leicester City,2024,3327332
5494,Antonio Fernandez,Italy,Goalkeeper,Olympique Lyon,2024,6311911
5495,Antonio Williams,France,Right Winger,Inter Milan,2023,30614757
5496,Leo Costa,Brazil,Left-Back,Juventus FC,2023,15160337
5497,Enzo Rossi,Croatia,Left Winger,Bayern Munich,2022,63137881
5498,Mateo Costa,Portugal,Goalkeeper,RB Leipzig,2022,10592767
5499,Mateo Dubois,Spain,Centre-Back,Man United,2024,31148870
5500,Kai Garcia,Argentina,Right-Back,SL Benfica,2022,9402573
5501,Ben Schmidt,Belgium,Right Winger,Aston Villa,2024,7528826
5502,Diogo Williams,England,Centre-Forward,West Ham United,2023,6304702
5503,Leo Williams,France,Goalkeeper,Juventus FC,2024,22378988
5504,Florian Williams,France,Goalkeeper,FC Porto,2022,5852328
5505,Hugo Costa,France,Central Midfield,Ajax Amsterdam,2022,10164981
5506,Arthur Costa,Portugal,Defensive Midfield,Ajax Amsterdam,2023,11835016
5507,Antonio Garcia,Uruguay,Right-Back,FC Barcelona,2024,14821768
5508,Kai Garcia,England,Attacking Midfield,Liverpool FC,2023,39062788
5509,Diogo Jones,Germany,Centre-Forward,Juventus FC,2023,31255503
5510,Ben Silva,Argentina,Attacking Midfield,Man City,2024,62394841
5511,Leo Santos,Italy,Attacking Midfield,Ajax Amsterdam,2024,8563193
5512,Enzo Fernandez,Italy,Left Winger,Aston Villa,2022,11834094
5513,Enzo Muller,Belgium,Centre-Back,Ajax Amsterdam,2022,11093130
5514,Florian Santos,Netherlands,Right Winger,Bayer 04 Leverkusen,2024,14035054
5515,Ben Williams,Netherlands,Centre-Back,Olympique Lyon,2022,7683095
5516,Ben Williams,Germany,Centre-Forward,Bayern Munich,2022,32302055
5517,Florian Garcia,Spain,Right-Back,Tottenham Hotspur,2024,16156422
5518,Leo Dubois,Nigeria,Right-Back,Arsenal FC,2022,28227371
5519,Hugo Santos,England,Right-Back,Bayern Munich,2023,28176984
5520,Ben Fernandez,Germany,Central Midfield,Real Madrid,2024,30194855
5521,Enzo Dubois,Netherlands,Goalkeeper,Juventus FC,2024,32322173
5522,Kai Costa,France,Defensive Midfield,Man United,2023,23765221
5523,Arthur Costa,England,Central Midfield,Ajax Amsterdam,2022,3751534
5524,Enzo Costa,France,Goalkeeper,SSC Napoli,2022,7170878
5525,Arthur Costa,Spain,Centre-Forward,Chelsea FC,2022,34728130
5526,Javier Rossi,Brazil,Attacking Midfield,FC Barcelona,2023,35468629
5527,Liam Jones,Brazil,Left-Back,FC Porto,2023,9298094
5528,Kai Rossi,Germany,Centre-Forward,SSC Napoli,2023,12397449
5529,Owen Silva,Portugal,Centre-Forward,Olympique Marseille,2023,9266093
5530,Leo Jones,France,Centre-Forward,Inter Milan,2023,29965396
5531,Arthur Bakker,France,Right-Back,Inter Milan,2024,19112889
5532,Mateo Fernandez,France,Centre-Back,Sevilla FC,2024,11054326
5533,Ben Fernandez,Brazil,Defensive Midfield,FC Barcelona,2024,28346563
5534,Leo Fernandez,Italy,Goalkeeper,Olympique Marseille,2022,5315803
5535,Arthur Williams,Spain,Right-Back,Tottenham Hotspur,2023,17186728
5536,Antonio Dubois,Netherlands,Centre-Back,Real Madrid,2022,49857224
5537,Florian Bakker,Germany,Defensive Midfield,Borussia Dortmund,2023,18908132
5538,Kai Silva,Netherlands,Centre-Back,Arsenal FC,2024,29590106
5539,Javier Silva,Spain,Defensive Midfield,Leicester City,2022,4742936
5540,Sven Fernandez,Portugal,Central Midfield,Real Sociedad,2022,3669161
5541,Sven Rossi,Argentina,Goalkeeper,Man United,2023,35684216
5542,Kai Dubois,Nigeria,Right-Back,Everton FC,2023,2724934
5543,Mateo Silva,Argentina,Goalkeeper,Olympique Lyon,2024,4741398
5544,Diogo Brown,France,Left Winger,Liverpool FC,2023,51649901
5545,Ben Garcia,Portugal,Attacking Midfield,Man City,2024,51859070
5546,Ben Costa,Italy,Right-Back,FC Barcelona,2024,22788179
5547,Sven Garcia,Belgium,Centre-Back,Crystal Palace,2022,2320122
